⸮MMA8452Q Basic Reading Code!
I2C Verbindung gefunden!.
1495	15
-0.982	-0.135	-0.134	1496	21
-0.973	-0.140	-0.144	1498	27
-0.978	-0.137	-0.147	1499	33
-0.972	-0.135	-0.147	1499	38
-0.974	-0.135	-0.153	1499	45
-0.972	-0.137	-0.149	1498	51
-0.960	-0.136	-0.149	1497	56
-0.958	-0.143	-0.154	1497	62
-0.958	-0.141	-0.146	1496	68
-0.960	-0.148	-0.153	1494	74
-0.970	-0.149	-0.141	1494	79
-0.972	-0.150	-0.146	1495	86
-0.975	-0.146	-0.149	1497	92
-0.985	-0.152	-0.150	1499	97
-0.987	-0.152	-0.150	1499	103
-0.988	-0.148	-0.152	1498	109
-0.979	-0.146	-0.149	1498	115
-0.982	-0.153	-0.154	1498	120
-0.982	-0.146	-0.150	1498	126
-0.990	-0.139	-0.154	1497	133
-0.980	-0.136	-0.151	1497	139
-0.979	-0.136	-0.154	1497	144
-0.976	-0.141	-0.152	1497	150
-0.970	-0.136	-0.156	1496	156
-0.955	-0.133	-0.157	1494	162
-0.964	-0.137	-0.156	1493	168
-0.955	-0.130	-0.153	1492	174
-0.966	-0.136	-0.143	1491	180
-0.970	-0.139	-0.151	1492	186
-0.970	-0.140	-0.149	1492	192
-0.975	-0.137	-0.149	1493	197
-0.979	-0.134	-0.146	1493	203
-0.979	-0.139	-0.145	1493	209
-0.981	-0.137	-0.146	1492	216
-0.986	-0.136	-0.148	1492	221
-0.985	-0.135	-0.145	1490	227
-0.980	-0.133	-0.147	1490	233
-0.983	-0.137	-0.152	1490	239
-0.977	-0.129	-0.155	1490	245
-0.975	-0.125	-0.154	1491	250
-0.971	-0.126	-0.156	1491	257
-0.961	-0.133	-0.153	1490	263
-0.966	-0.130	-0.148	1489	269
-0.962	-0.133	-0.145	1489	274
-0.965	-0.137	-0.141	1490	280
-0.968	-0.135	-0.139	1489	286
-0.972	-0.138	-0.139	1487	292
-0.975	-0.135	-0.136	1488	297
-0.976	-0.128	-0.143	1489	304
-0.980	-0.132	-0.146	1488	310
-0.980	-0.127	-0.152	1487	316
-0.982	-0.119	-0.149	1487	321
-0.987	-0.126	-0.142	1486	327
-0.987	-0.113	-0.140	1485	333
-0.984	-0.114	-0.146	1484	339
-0.986	-0.107	-0.141	1482	346
-0.979	-0.110	-0.148	1481	351
-0.976	-0.111	-0.146	1481	357
-0.974	-0.108	-0.146	1480	363
-0.974	-0.116	-0.141	1480	369
-0.971	-0.118	-0.144	1480	374
-0.970	-0.122	-0.139	1481	380
-0.969	-0.129	-0.142	1481	387
-0.977	-0.138	-0.142	1480	393
-0.974	-0.133	-0.140	1477	398
-0.981	-0.137	-0.138	1476	404
-0.979	-0.138	-0.137	1477	410
-0.980	-0.138	-0.135	1478	416
-0.981	-0.141	-0.134	1477	422
-0.983	-0.134	-0.141	1474	428
-0.980	-0.135	-0.139	1473	434
-0.976	-0.136	-0.137	1474	440
-0.976	-0.146	-0.139	1474	446
-0.979	-0.139	-0.138	1473	451
-0.975	-0.147	-0.141	1473	457
-0.979	-0.143	-0.131	1472	463
-0.977	-0.136	-0.140	1471	470
-0.973	-0.133	-0.149	1471	475
-0.973	-0.123	-0.141	1469	481
-0.979	-0.123	-0.145	1468	487
-0.975	-0.121	-0.143	1467	493
-0.980	-0.124	-0.150	1467	499
-0.979	-0.109	-0.149	1466	504
-0.977	-0.119	-0.142	1465	510
-0.980	-0.116	-0.147	1465	517
-0.977	-0.118	-0.146	1462	523
-0.979	-0.120	-0.143	1458	528
-0.981	-0.119	-0.138	1459	534
-0.975	-0.127	-0.138	1462	540
-0.979	-0.123	-0.134	1462	546
-0.969	-0.133	-0.141	1462	551
-0.968	-0.131	-0.145	1462	558
-0.962	-0.132	-0.142	1462	564
-0.963	-0.130	-0.147	1461	570
-0.966	-0.130	-0.145	1459	576
-0.974	-0.128	-0.155	1458	581
-0.975	-0.130	-0.143	1458	587
-0.975	-0.134	-0.143	1458	593
-0.978	-0.135	-0.144	1457	600
-0.973	-0.132	-0.150	1456	605
-0.979	-0.137	-0.148	1456	611
-0.979	-0.135	-0.149	1456	617
-0.979	-0.130	-0.156	1456	623
-0.979	-0.127	-0.151	1455	628
-0.984	-0.124	-0.145	1455	634
-0.984	-0.119	-0.140	1454	641
