-0.966	-0.103	-0.037	1502	21
-0.963	-0.114	-0.036	1503	27
-0.962	-0.112	-0.053	1504	33
-0.981	-0.116	-0.054	1505	38
-0.989	-0.110	-0.053	1506	45
-0.995	-0.111	-0.050	1506	51
-0.997	-0.105	-0.052	1506	56
-1.002	-0.103	-0.052	1507	62
-0.996	-0.104	-0.054	1508	68
-0.998	-0.097	-0.047	1508	74
-0.995	-0.093	-0.049	1508	79
-0.993	-0.092	-0.059	1509	86
-0.997	-0.098	-0.054	1507	92
-0.990	-0.090	-0.044	1508	97
-1.001	-0.094	-0.045	1509	103
-1.002	-0.092	-0.043	1510	109
-1.003	-0.097	-0.040	1509	115
-0.994	-0.095	-0.040	1509	120
-0.988	-0.092	-0.041	1509	126
-0.982	-0.090	-0.044	1509	133
-0.979	-0.095	-0.055	1508	139
-0.979	-0.097	-0.053	1508	144
-0.978	-0.101	-0.053	1506	150
-0.984	-0.108	-0.050	1506	156
-0.994	-0.109	-0.049	1504	162
-0.995	-0.105	-0.049	1502	167
-0.995	-0.115	-0.053	1503	174
-0.998	-0.108	-0.052	1502	180
-0.997	-0.097	-0.056	1502	186
-0.997	-0.095	-0.059	1501	191
-0.993	-0.089	-0.062	1501	197
-0.983	-0.090	-0.058	1501	203
-0.987	-0.096	-0.060	1500	209
-0.983	-0.089	-0.057	1500	215
-0.994	-0.096	-0.060	1501	221
-0.988	-0.089	-0.058	1500	227
-0.989	-0.092	-0.063	1499	233
-0.992	-0.099	-0.058	1500	238
-0.991	-0.099	-0.050	1501	244
-0.996	-0.095	-0.050	1502	250
-0.998	-0.100	-0.049	1503	257
-0.992	-0.095	-0.052	1504	262
-0.984	-0.096	-0.048	1504	268
-0.979	-0.098	-0.057	1505	274
-0.980	-0.104	-0.066	1504	280
-0.978	-0.102	-0.069	1504	285
-0.991	-0.104	-0.065	1504	291
-0.989	-0.109	-0.064	1504	297
-0.999	-0.108	-0.062	1504	304
-0.996	-0.118	-0.063	1505	310
-0.991	-0.108	-0.060	1505	315
-0.983	-0.101	-0.053	1505	321
-0.980	-0.101	-0.062	1504	327
-0.976	-0.099	-0.058	1502	333
-0.972	-0.096	-0.056	1502	338
-0.977	-0.091	-0.053	1502	345
-0.980	-0.099	-0.055	1501	351
-0.985	-0.098	-0.063	1500	357
-0.993	-0.100	-0.059	1499	362
-1.000	-0.094	-0.068	1500	368
-1.007	-0.093	-0.069	1501	374
-1.003	-0.097	-0.066	1501	380
-1.006	-0.097	-0.069	1501	386
-0.989	-0.098	-0.070	1501	392
-0.983	-0.098	-0.070	1500	398
-0.978	-0.096	-0.067	1500	404
-0.980	-0.096	-0.069	1502	409
-0.981	-0.104	-0.068	1504	415
-0.982	-0.105	-0.064	1504	421
-0.986	-0.104	-0.053	1503	428
-0.988	-0.111	-0.053	1502	433
-0.987	-0.105	-0.055	1502	439
-0.988	-0.104	-0.056	1500	445
-0.988	-0.104	-0.059	1499	451
-0.981	-0.104	-0.065	1499	456
-0.982	-0.105	-0.070	1498	462
-0.979	-0.108	-0.063	1499	468
-0.994	-0.104	-0.068	1500	475
-0.992	-0.104	-0.067	1499	480
-0.993	-0.106	-0.062	1498	486
-0.988	-0.102	-0.066	1498	492
-0.984	-0.095	-0.067	1498	498
-0.978	-0.104	-0.060	1499	503
-0.983	-0.100	-0.062	1499	509
-0.992	-0.100	-0.063	1499	516
-0.994	-0.101	-0.055	1499	522
-0.993	-0.103	-0.055	1499	528
-0.993	-0.097	-0.056	1498	533
-0.989	-0.098	-0.054	1498	539
-0.983	-0.093	-0.055	1497	545
-0.984	-0.092	-0.063	1498	551
-0.982	-0.092	-0.058	1499	557
-0.992	-0.095	-0.059	1500	563
-0.994	-0.091	-0.060	1500	569
-0.993	-0.101	-0.062	1500	575
-1.003	-0.096	-0.056	1499	580
-0.995	-0.097	-0.057	1498	586
-0.989	-0.097	-0.052	1498	592
-0.994	-0.101	-0.053	1499	599
-0.980	-0.095	-0.057	1498	604
-0.986	-0.090	-0.056	1496	610
-0.995	-0.095	-0.052	1496	616
-0.998	-0.089	-0.050	1495	622
-1.004	-0.096	-0.046	1495	627
-1.005	-0.095	-0.042	1495	633
-1.002	-0.094	-0.047	1495	640
-0.988	-0.093	-0.050	1495	646
-0.981	-0.095	-0.055	1496	651
-0.976	-0.093	-0.059	1497	657
-0.975	-0.100	-0.063	1498	663
-0.980	-0.104	-0.062	1499	669
-0.984	-0.107	-0.053	1499	674
-0.981	-0.104	-0.053	1499	680
-0.987	-0.109	-0.053	1498	687
-0.991	-0.100	-0.051	1497	693
-0.997	-0.094	-0.045	1496	698
-0.995	-0.096	-0.054	1498	704
-1.008	-0.095	-0.039	1497	710
-1.009	-0.091	-0.046	1497	716
-1.003	-0.089	-0.042	1498	721
-0.998	-0.088	-0.048	1498	728
-0.987	-0.087	-0.057	1498	734
-0.981	-0.087	-0.057	1498	740
-0.980	-0.087	-0.062	1499	745
-0.982	-0.093	-0.062	1499	751
-0.985	-0.094	-0.057	1500	757
